DATE_TIME,PLANT_ID,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,HOUR,AC_POWER_PREDICTED,ERROR,ABS_ERROR,FAULT_FLAG,Power_Loss_W,Energy_Loss_kWh,Revenue_Loss_USD
2020-05-17 14:45:00,4135001,209780.767856,20508.2392859,133314.035715,7621622.857,HmiyD2TTLFNqkNe,34.147082733333335,47.63582766666666,0.6598271179999999,14,18878.699517703822,1629.5397681961767,1629.5397681961767,True,1629.5397681961767,0.4073849420490442,0.04073849420490442
2020-05-18 10:45:00,4135001,124139.857143,12167.5482142,18590.8392858,7623911.286,HmiyD2TTLFNqkNe,24.324541357142856,32.964675928571424,0.374390925,10,10678.158788040564,1489.389426159436,1489.389426159436,True,1489.389426159436,0.372347356539859,0.037234735653985905
2020-05-18 11:00:00,4135001,141221.107143,13834.6339287,21978.9999989,7624064.125,HmiyD2TTLFNqkNe,24.86980793333333,37.53728039999999,0.4349046853333333,11,12478.585763206152,1356.048165493847,1356.048165493847,True,1356.048165493847,0.33901204137346175,0.03390120413734617
2020-05-18 11:15:00,4135001,156460.589286,15321.2107143,25559.053573,7624225.571,HmiyD2TTLFNqkNe,25.1295838,39.552423133333335,0.4847505873333333,11,13899.020869116315,1422.1898451836823,1422.1898451836823,True,1422.1898451836823,0.3555474612959206,0.03555474612959206
2020-05-18 11:45:00,4135001,136059.321432,13330.3035716,31911.571428,7624510.714,HmiyD2TTLFNqkNe,25.215167266666665,37.6112162,0.4148831933333333,11,11938.58568575335,1391.7178858466486,1391.7178858466486,True,1391.7178858466486,0.34792947146166214,0.034792947146166216
2020-05-18 12:00:00,4135001,179929.214286,17608.1660714,35695.57143,7624669.571,HmiyD2TTLFNqkNe,25.70663053333333,41.3690166,0.5623129906666666,12,16057.5261288664,1550.6399425335983,1550.6399425335983,True,1550.6399425335983,0.3876599856333996,0.03876599856333996
2020-05-18 13:30:00,4135001,249168.625,24320.0875,64046.482142,7625945.286,HmiyD2TTLFNqkNe,27.371873,49.5876018,0.8068469279999999,13,22960.089988195006,1359.9975118049952,1359.9975118049952,True,1359.9975118049952,0.3399993779512488,0.033999937795124884
2020-05-19 16:30:00,4135001,82900.875,8135.7125,118021.25,7634910.5,HmiyD2TTLFNqkNe,29.6577312,39.18270073333333,0.3286678413333333,16,9635.546784702385,-1499.8342847023832,1499.8342847023832,True,1499.8342847023832,0.37495857117559583,0.03749585711755959
2020-05-21 07:45:00,4135001,76297.85,7494.9,6938.85,7644308.8,HmiyD2TTLFNqkNe,23.530553636363635,30.40324263636364,0.3223960490909091,7,9187.632352924487,-1692.7323529244877,1692.7323529244877,True,1692.7323529244877,0.42318308823112194,0.042318308823112195
2020-05-21 10:00:00,4135001,133977.304762,13093.902857,30325.000001,7645855.857,HmiyD2TTLFNqkNe,28.20780033333333,53.51720186666666,0.70056636,10,20235.67999940316,-7141.777142403158,7141.777142403158,True,7141.777142403158,1.7854442856007895,0.17854442856007896
2020-05-21 10:30:00,4135001,211775.964282,20682.8089286,48818.767856,7646196.286,HmiyD2TTLFNqkNe,28.657090266666668,51.68042806666666,0.8154269713333333,10,23268.73407410532,-2585.92514550532,2585.92514550532,True,2585.92514550532,0.64648128637633,0.064648128637633
2020-05-21 11:00:00,4135001,227503.428562,22215.9053556,59507.500002,7646694.571,HmiyD2TTLFNqkNe,29.207837,53.292307533333336,0.7235343293333333,11,20840.992239133782,1374.913116466214,1374.913116466214,True,1374.913116466214,0.3437282791165535,0.03437282791165535
2020-05-21 11:15:00,4135001,281954.94642,27497.275,65851.678572,7647005.125,HmiyD2TTLFNqkNe,29.59773042857143,56.443897500000006,1.0389913628571428,11,29479.966361807023,-1982.6913618070248,1982.6913618070248,True,1982.6913618070248,0.4956728404517562,0.04956728404517562
2020-05-21 11:30:00,4135001,274796.82142,26801.030357,72592.392858,7647321.286,HmiyD2TTLFNqkNe,30.12836306666667,61.4558144,1.033489496666667,11,29514.868083930927,-2713.837726930928,2713.837726930928,True,2713.837726930928,0.678459431732732,0.06784594317327321
2020-05-21 12:00:00,4135001,235841.267845,23022.4178581,85333.625,7647888.0,HmiyD2TTLFNqkNe,30.676135400000003,57.4164388,0.892777234,12,25557.98407101325,-2535.56621291325,2535.56621291325,True,2535.56621291325,0.6338915532283126,0.06338915532283126
2020-05-21 12:15:00,4135001,246090.28572,24017.639286,91316.285714,7648157.5,HmiyD2TTLFNqkNe,30.804624466666667,58.6477848,0.8879575373333333,12,25472.86163906157,-1455.2223530615738,1455.2223530615738,True,1455.2223530615738,0.36380558826539344,0.036380558826539344
2020-05-21 13:45:00,4135001,237779.071417,23206.0321439,124927.535714,7649640.75,HmiyD2TTLFNqkNe,31.688391,55.696510800000006,0.8612832686666666,13,24636.080009721783,-1430.0478658217835,1430.0478658217835,True,1430.0478658217835,0.35751196645544586,0.03575119664554459
2020-05-21 14:30:00,4135001,155589.946428,15224.6696429,139579.089288,7650270.375,HmiyD2TTLFNqkNe,31.819928,47.850404733333335,0.4585606919999999,14,13460.169265856252,1764.500377043747,1764.500377043747,True,1764.500377043747,0.44112509426093677,0.04411250942609368
2020-05-22 10:15:00,4135001,207550.821417,20271.2517856,35857.196429,7653270.75,HmiyD2TTLFNqkNe,27.87740473333333,42.96753940000001,0.63854485,10,18169.435327544124,2101.816458055877,2101.816458055877,True,2101.816458055877,0.5254541145139692,0.05254541145139692
2020-05-22 10:45:00,4135001,185545.178571,18134.6500001,43523.214285,7653618.143,HmiyD2TTLFNqkNe,28.069488466666662,42.7483944,0.7091465493333333,10,20068.013123622302,-1933.363123522304,1933.363123522304,True,1933.363123522304,0.483340780880576,0.048334078088057605
2020-05-22 11:45:00,4135001,275556.55357,26879.828571,64758.017857,7654577.0,HmiyD2TTLFNqkNe,30.58406566666667,60.62906306666667,1.0477749826666665,11,29867.828261682265,-2987.999690682267,2987.999690682267,True,2987.999690682267,0.7469999226705668,0.07469999226705669
2020-05-22 12:00:00,4135001,283826.625,27677.362499000003,71682.357142,7654902.25,HmiyD2TTLFNqkNe,30.824835714285715,62.21209042857143,1.0318606821428573,12,29493.568391359266,-1816.205892359263,1816.205892359263,True,1816.205892359263,0.45405147308981575,0.045405147308981576
2020-05-22 12:15:00,4135001,221449.339293,21636.85,77724.357143,7655172.571,HmiyD2TTLFNqkNe,30.752172866666665,57.925577800000006,0.8117554566666667,12,23387.264138114333,-1750.4141381143345,1750.4141381143345,True,1750.4141381143345,0.43760353452858364,0.043760353452858364
2020-05-22 12:30:00,4135001,207784.178565,20300.3875002,82999.232142,7655403.25,HmiyD2TTLFNqkNe,30.91771053333333,54.40039266666666,0.7624467326666666,12,21923.062690880924,-1622.675190680926,1622.675190680926,True,1622.675190680926,0.4056687976702315,0.04056687976702315
2020-05-22 12:45:00,4135001,248848.678574,24282.6250013,88505.214285,7655628.286,HmiyD2TTLFNqkNe,31.41328526666667,55.89338740000001,0.917253122,12,26158.986794657183,-1876.361793357184,1876.361793357184,True,1876.361793357184,0.46909044833929603,0.0469090448339296
2020-05-23 10:45:00,4135001,216072.571427,21100.9803576,55557.732141,7661311.286,HmiyD2TTLFNqkNe,28.60254713333333,49.08473493333334,0.8168375646666667,10,23210.66012370454,-2109.6797661045384,2109.6797661045384,True,2109.6797661045384,0.5274199415261346,0.052741994152613464
2020-05-23 12:15:00,4135001,292463.33928,28516.901786,94647.714285,7663076.125,HmiyD2TTLFNqkNe,31.26550906666667,63.34182940000001,1.112296618,12,31706.73912012976,-3189.8373341297597,3189.8373341297597,True,3189.8373341297597,0.7974593335324399,0.079745933353244
2020-05-23 12:30:00,4135001,262909.53572,25656.232141,101514.071429,7663400.143,HmiyD2TTLFNqkNe,31.12965493333333,65.54571366666664,0.954939324,12,27537.45020101744,-1881.21806001744,1881.21806001744,True,1881.21806001744,0.47030451500436,0.047030451500436
2020-05-23 13:45:00,4135001,275449.71428,26860.405357,131243.410715,7664742.875,HmiyD2TTLFNqkNe,32.819391,62.57647933333334,0.9900849466666666,13,28366.31306728978,-1505.907710289779,1505.907710289779,True,1505.907710289779,0.3764769275724448,0.03764769275724448
2020-05-23 15:15:00,4135001,166923.160714,16339.4160715,157866.517857,7665933.429,HmiyD2TTLFNqkNe,32.6603392,46.35074433333333,0.485598238,15,14128.87987992784,2210.5361915721587,2210.5361915721587,True,2210.5361915721587,0.5526340478930397,0.05526340478930397
2020-05-24 09:15:00,4135001,151049.107144,14791.325,25102.125,7668377.714,HmiyD2TTLFNqkNe,27.404044666666664,41.316923333333335,0.4188771033333333,9,12176.803245216448,2614.5217547835528,2614.5217547835528,True,2614.5217547835528,0.6536304386958882,0.06536304386958883
2020-05-24 09:30:00,4135001,179945.374999,17605.9589287,29390.303573,7668582.75,HmiyD2TTLFNqkNe,27.864129466666668,43.693817200000005,0.56387132,9,16180.626407484298,1425.3325212157033,1425.3325212157033,True,1425.3325212157033,0.3563331303039258,0.035633313030392584
2020-05-24 09:45:00,4135001,138602.357143,13575.3571429,33331.125,7668764.571,HmiyD2TTLFNqkNe,27.86592971428571,42.949353714285714,0.51719428,9,14891.70956718909,-1316.352424289089,1316.352424289089,True,1316.352424289089,0.32908810607227224,0.032908810607227224
2020-05-24 10:15:00,4135001,186227.107147,18202.8107142,40833.75,7669095.429,HmiyD2TTLFNqkNe,28.488832533333333,43.78831386666667,0.585474618,10,16762.842244554948,1439.9684696450531,1439.9684696450531,True,1439.9684696450531,0.3599921174112633,0.03599921174112633
2020-05-24 11:30:00,4135001,255182.66071,24898.628571,69591.178571,7670477.75,HmiyD2TTLFNqkNe,30.648152666666665,58.192274733333335,0.9587208273333332,11,27370.647253340663,-2472.018682340662,2472.018682340662,True,2472.018682340662,0.6180046705851655,0.06180046705851655
2020-05-24 12:00:00,4135001,261993.64287,25558.042857,82029.928572,7671055.0,HmiyD2TTLFNqkNe,30.96598713333333,58.3223184,0.966907858,12,27593.228827904462,-2035.1859709044656,2035.1859709044656,True,2035.1859709044656,0.5087964927261164,0.05087964927261164
2020-05-24 12:30:00,4135001,256224.94643,24999.141072,95180.464286,7671660.0,HmiyD2TTLFNqkNe,31.858768666666663,60.43083146666667,0.9489071126666666,12,27180.660695705737,-2181.519623705739,2181.519623705739,True,2181.519623705739,0.5453799059264347,0.05453799059264347
2020-05-24 13:30:00,4135001,209572.089284,20462.8678573,120442.339285,7672806.429,HmiyD2TTLFNqkNe,33.08275935714286,61.57563135714286,0.7931582364285715,13,23006.705790560907,-2543.8379332609074,2543.8379332609074,True,2543.8379332609074,0.6359594833152269,0.0635959483315227
2020-05-24 14:00:00,4135001,196984.374998,19252.7482145,131590.285715,7673297.143,HmiyD2TTLFNqkNe,33.68083073333334,59.173854533333326,0.833392598,14,23999.707632935595,-4746.959418435596,4746.959418435596,True,4746.959418435596,1.186739854608899,0.1186739854608899
2020-05-24 14:30:00,4135001,178910.839286,17492.4910711,142179.589287,7673757.0,HmiyD2TTLFNqkNe,33.78651526666667,56.12368146666666,0.6665665693333332,14,19378.078602198948,-1885.5875310989468,1885.5875310989468,True,1885.5875310989468,0.4713968827747367,0.04713968827747367
2020-05-24 15:15:00,4135001,131077.625001,12838.7535714,155515.410713,7674337.375,HmiyD2TTLFNqkNe,33.761303733333335,54.00686426666665,0.476600342,15,14164.686727326976,-1325.933155926974,1325.933155926974,True,1325.933155926974,0.3314832889817435,0.03314832889817435
2020-05-25 14:45:00,4135001,206287.821428,20173.3464277,160924.821429,7682605.857,HmiyD2TTLFNqkNe,34.09684771428572,54.98997742857143,0.760303092142857,14,21867.18289006545,-1693.836462365456,1693.836462365456,True,1693.836462365456,0.423459115591364,0.042345911559136404
2020-05-25 15:30:00,4135001,173667.803571,16997.9160714,175643.750001,7683230.714,HmiyD2TTLFNqkNe,34.278066,49.945772133333335,0.5049492813333333,15,14777.138175306696,2220.777896093303,2220.777896093303,True,2220.777896093303,0.5551944740233257,0.05551944740233257
2020-05-26 10:30:00,4135001,259007.642869,25270.4482157,54885.892857,7686538.143,HmiyD2TTLFNqkNe,29.5801188,57.320168,0.9841090573333332,10,28031.52407924473,-2761.075863544731,2761.075863544731,True,2761.075863544731,0.6902689658861827,0.06902689658861827
2020-05-26 11:00:00,4135001,268067.80357,26148.817858,67192.732144,7687122.143,HmiyD2TTLFNqkNe,30.10053313333333,56.94452306666666,0.988618098666667,11,28134.901079930245,-1986.0832219302465,1986.0832219302465,True,1986.0832219302465,0.4965208054825616,0.049652080548256164
2020-05-26 12:00:00,4135001,231785.232143,22622.5124997,88563.196428,7688101.625,HmiyD2TTLFNqkNe,30.900615071428568,53.412794,0.6880905792857142,12,19877.30047073737,2745.2120289626328,2745.2120289626328,True,2745.2120289626328,0.6863030072406582,0.06863030072406583
2020-05-26 12:15:00,4135001,278563.46427,27163.685712,95071.107143,7688403.0,HmiyD2TTLFNqkNe,31.35813793333333,59.133262,1.0541559813333337,12,29978.867738635192,-2815.1820266351933,2815.1820266351933,True,2815.1820266351933,0.7037955066587983,0.07037955066587984
2020-05-26 12:45:00,4135001,268710.58929,26211.308927,105773.517856,7688870.143,HmiyD2TTLFNqkNe,32.030253133333325,59.7176536,1.008637932,12,28767.2455529344,-2555.9366259343988,2555.9366259343988,True,2555.9366259343988,0.6389841564835997,0.06389841564835998
2020-05-26 13:00:00,4135001,180054.482144,17596.3964286,111777.982144,7689123.5,HmiyD2TTLFNqkNe,32.626951000000005,60.1761166,0.6823728553333333,13,19963.52659136891,-2367.13016276891,2367.13016276891,True,2367.13016276891,0.5917825406922275,0.05917825406922275
2020-05-26 13:15:00,4135001,189248.482147,18488.0821428,115231.160712,7689294.0,HmiyD2TTLFNqkNe,32.06863799999999,50.04413893333333,0.5918467893333333,13,17143.753835600415,1344.3283071995866,1344.3283071995866,True,1344.3283071995866,0.33608207679989666,0.03360820767998967
2020-05-26 14:00:00,4135001,182414.75,17828.3107143,132940.892858,7690109.625,HmiyD2TTLFNqkNe,33.488021,59.663859200000005,0.7188153760000001,14,20922.95582830561,-3094.6451140056124,3094.6451140056124,True,3094.6451140056124,0.7736612785014031,0.07736612785014031
2020-05-26 14:30:00,4135001,158090.5,15467.0714284,138803.267858,7690395.375,HmiyD2TTLFNqkNe,32.27215373333334,44.45963126666666,0.445260018,14,12972.463968500271,2494.6074598997275,2494.6074598997275,True,2494.6074598997275,0.6236518649749319,0.06236518649749319
2020-05-26 15:30:00,4135001,177462.785715,17367.2392857,149931.839287,7690895.714,HmiyD2TTLFNqkNe,32.8598512,46.55671166666666,0.5361376973333333,15,15501.125511058632,1866.1137746413697,1866.1137746413697,True,1866.1137746413697,0.4665284436603424,0.04665284436603424
2020-05-27 09:30:00,4135001,189068.672619,18493.119643,31056.928572,7693308.0,HmiyD2TTLFNqkNe,28.570597266666667,49.2665142,0.690779268,9,19813.26445338635,-1320.1448103863477,1320.1448103863477,True,1320.1448103863477,0.3300362025965869,0.03300362025965869
2020-05-27 10:00:00,4135001,179902.3,17598.7166666,40767.083334,7693818.0,HmiyD2TTLFNqkNe,29.011586333333334,47.639289111111104,0.66640501,10,19090.088154969977,-1491.371488369976,1491.371488369976,True,1491.371488369976,0.372842872092494,0.0372842872092494
2020-05-27 11:30:00,4135001,268791.66666,26215.605953,67300.309525,7695007.875,HmiyD2TTLFNqkNe,31.295017400000003,60.84368073333333,0.965868116,11,27659.0196113883,-1443.413658388301,1443.413658388301,True,1443.413658388301,0.36085341459707526,0.03608534145970753
2020-05-27 12:00:00,4135001,266222.5,25971.926785,79123.803571,7695522.143,HmiyD2TTLFNqkNe,31.9470338,62.420866,1.0365607706666664,12,29622.62185201685,-3650.6950670168553,3650.6950670168553,True,3650.6950670168553,0.9126737667542139,0.0912673766754214
2020-05-27 12:30:00,4135001,153139.910714,14987.6607144,88370.446429,7695931.0,HmiyD2TTLFNqkNe,32.095951199999995,51.93161206666666,0.5748687466666667,12,16756.858472168726,-1769.1977577687248,1769.1977577687248,True,1769.1977577687248,0.4422994394421812,0.04422994394421812
2020-05-27 12:45:00,4135001,171476.785713,16768.9500002,92915.589284,7696121.625,HmiyD2TTLFNqkNe,32.27157786666667,53.3307006,0.6274043513333333,12,18227.503635283618,-1458.5536350836192,1458.5536350836192,True,1458.5536350836192,0.3646384087709048,0.03646384087709048
2020-05-27 14:30:00,4135001,208009.125003,20327.0464284,113979.928572,7697098.571,HmiyD2TTLFNqkNe,32.7693424,47.220991733333335,0.6554787686666667,14,18752.79125089377,1574.2551775062348,1574.2551775062348,True,1574.2551775062348,0.3935637943765587,0.039356379437655874
2020-05-28 10:30:00,4135001,216263.535715,21123.5321433,54813.964285,7701068.625,HmiyD2TTLFNqkNe,29.4800944,54.2505046,0.8182360253333333,10,23435.96692599753,-2312.4347826975354,2312.4347826975354,True,2312.4347826975354,0.5781086956743838,0.05781086956743839
2020-05-28 12:15:00,4135001,284571.65237,27749.459999,98953.97619,7703100.4,HmiyD2TTLFNqkNe,32.29975366666667,60.04074324999999,1.0637222583333332,12,30266.29305630128,-2516.833057301279,2516.833057301279,True,2516.833057301279,0.6292082643253197,0.06292082643253198
2020-05-28 13:15:00,4135001,227630.35716,22218.7803559,124748.517856,7704217.125,HmiyD2TTLFNqkNe,33.30490126666667,61.48070286666666,0.87740903,13,25278.55354570475,-3059.773189804753,3059.773189804753,True,3059.773189804753,0.7649432974511883,0.07649432974511883
2020-05-28 14:15:00,4135001,105308.642857,10330.6857143,142729.696429,7705027.25,HmiyD2TTLFNqkNe,32.78992792857142,46.81591135714286,0.4033134171428571,14,11923.979357400289,-1593.2936431002872,1593.2936431002872,True,1593.2936431002872,0.39832341077507183,0.03983234107750719
2020-05-28 14:30:00,4135001,179159.12499799998,17519.4607142,146175.589288,7705185.571,HmiyD2TTLFNqkNe,32.84624806666667,48.51458733333333,0.5518274599999999,14,15999.757470680495,1519.7032435195033,1519.7032435195033,True,1519.7032435195033,0.3799258108798758,0.03799258108798759
2020-05-28 14:45:00,4135001,177523.452382,17363.8178572,150120.208333,7705361.429,HmiyD2TTLFNqkNe,32.96533184615384,46.83451484615385,0.5377807876923076,14,15557.16479538006,1806.6530618199397,1806.6530618199397,True,1806.6530618199397,0.4516632654549849,0.04516632654549849
2020-05-29 11:45:00,4135001,277691.32143,27085.746429,76722.5,7710268.0,HmiyD2TTLFNqkNe,29.452115866666663,57.48017959999999,1.0518955426666667,11,29867.897293188347,-2782.1508641883484,2782.1508641883484,True,2782.1508641883484,0.6955377160470871,0.06955377160470871
2020-05-29 13:30:00,4135001,241203.96426,23555.8982153,120840.499999,7712262.143,HmiyD2TTLFNqkNe,31.451491266666668,58.442191666666666,0.870920262,13,24999.721762274337,-1443.8235469743377,1443.8235469743377,True,1443.8235469743377,0.3609558867435844,0.03609558867435844
2020-05-30 10:00:00,4135001,102686.178572,10074.8696428,25572.767857,7716003.0,HmiyD2TTLFNqkNe,24.9230428,32.240460133333336,0.304070602,10,8748.10606367841,1326.7635791215907,1326.7635791215907,True,1326.7635791215907,0.3316908947803977,0.03316908947803977
2020-05-30 10:15:00,4135001,95839.785715,9409.9999999,27946.410715,7716103.429,HmiyD2TTLFNqkNe,24.95966,30.926380785714283,0.2776844828571428,10,7986.115403412968,1423.8845964870316,1423.8845964870316,True,1423.8845964870316,0.35597114912175787,0.035597114912175785
2020-05-30 10:30:00,4135001,115928.25,11363.7946429,30574.696427,7716220.5,HmiyD2TTLFNqkNe,24.808402466666667,30.401300066666664,0.3370152366666666,10,9570.5213179758,1793.273324924201,1793.273324924201,True,1793.273324924201,0.44831833123105025,0.04483183312310503
2020-05-30 10:45:00,4135001,117660.57143,11533.0624999,33431.714286,7716349.286,HmiyD2TTLFNqkNe,24.85946453333333,32.48247873333333,0.348691926,10,9963.117470682264,1569.9450292177353,1569.9450292177353,True,1569.9450292177353,0.3924862573044338,0.03924862573044338
2020-05-30 11:00:00,4135001,143787.696429,14084.3875,36548.642857,7716488.625,HmiyD2TTLFNqkNe,25.07773446666667,35.4601398,0.4262679866666666,11,12166.965439154916,1917.422060845085,1917.422060845085,True,1917.422060845085,0.4793555152112713,0.047935551521127134
2020-05-30 11:15:00,4135001,224149.749998,21900.1767863,40950.125,7716687.143,HmiyD2TTLFNqkNe,25.542982933333327,41.660313,0.715572958,11,20212.21018972777,1687.9665965722234,1687.9665965722234,True,1687.9665965722234,0.4219916491430558,0.04219916491430559
2020-05-30 12:00:00,4135001,298937.78571,29150.212499,56379.5,7717387.625,HmiyD2TTLFNqkNe,27.0928548,57.691178466666656,1.151102274,12,32566.50085923499,-3416.2883602349903,3416.2883602349903,True,3416.2883602349903,0.8540720900587475,0.08540720900587476
2020-05-30 12:15:00,4135001,218205.857148,21316.4857136,63097.642857,7717694.286,HmiyD2TTLFNqkNe,27.6734152,62.91643313333333,0.7998236226666667,12,23265.989616388448,-1949.5039027884488,1949.5039027884488,True,1949.5039027884488,0.4873759756971122,0.04873759756971122
2020-05-30 12:30:00,4135001,283435.66072,27642.699999,68734.660715,7717944.125,HmiyD2TTLFNqkNe,28.24220935714285,60.84071814285714,1.1225500642857145,12,31906.21051054764,-4263.510511547636,4263.510511547636,True,4263.510511547636,1.065877627886909,0.10658776278869092
2020-05-30 13:15:00,4135001,255671.99999,24953.001787,85638.571428,7718706.143,HmiyD2TTLFNqkNe,28.9500306,56.0328042,0.9492787793333332,13,27040.18746136793,-2087.1856743679277,2087.1856743679277,True,2087.1856743679277,0.5217964185919819,0.05217964185919819
2020-05-31 10:15:00,4135001,229862.089286,22443.6642865,34718.178571,7723469.75,HmiyD2TTLFNqkNe,27.000671500000003,42.06565842857143,0.7297147092857142,10,20603.836666215346,1839.827620284657,1839.827620284657,True,1839.827620284657,0.45995690507116427,0.04599569050711643
2020-05-31 10:30:00,4135001,273246.25001,26651.289287,41184.482143,7723760.143,HmiyD2TTLFNqkNe,27.968046,52.7022728,1.0191648606666668,10,28815.327524968518,-2164.0382379685143,2164.0382379685143,True,2164.0382379685143,0.5410095594921286,0.05410095594921286
2020-05-31 11:00:00,4135001,184159.321429,18002.807143,51707.946428,7724229.429,HmiyD2TTLFNqkNe,28.0176412,47.200712266666656,0.5205349913333333,11,15135.49572060672,2867.3114223932826,2867.3114223932826,True,2867.3114223932826,0.7168278555983206,0.07168278555983207
2020-05-31 11:15:00,4135001,229596.714278,22416.208929,56957.767857,7724438.5,HmiyD2TTLFNqkNe,28.252118,47.370047933333325,0.6365820806666665,11,18276.256079685423,4139.952849314577,4139.952849314577,True,4139.952849314577,1.0349882123286442,0.10349882123286443
2020-05-31 11:30:00,4135001,249415.000002,24340.4357148,62564.767858,7724667.571,HmiyD2TTLFNqkNe,28.6178812,48.29328619999999,0.7692376179999999,11,21893.1368908288,2447.298823971203,2447.298823971203,True,2447.298823971203,0.6118247059928008,0.06118247059928009
2020-05-31 11:45:00,4135001,176738.874999,17281.0482143,68220.160714,7724914.75,HmiyD2TTLFNqkNe,29.2730122,51.366605533333335,0.5181913166666666,11,15220.60787560502,2060.4403386949816,2060.4403386949816,True,2060.4403386949816,0.5151100846737454,0.051511008467374546
2020-05-31 12:45:00,4135001,285725.94643,27863.723214,86665.232142,7725708.286,HmiyD2TTLFNqkNe,30.28202614285715,56.95899535714286,1.034329982142857,12,29367.823748402647,-1504.1005344026453,1504.1005344026453,True,1504.1005344026453,0.3760251336006613,0.037602513360066134
